CI_Cat,CI_Subcat,WBS,Status,Impact,Urgency,Priority,number_cnt,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Resolution_Time_hrs
application,Server Based Application,WBS000072,Closed,4,4,4.0,0.573590226,incident,closed,1.0,2013-10-07 08:07:00,2013-10-01 16:21:00,2013-10-07 15:24:00,2013-10-07 15:24:00,6848333333,Software,1.0,1.0,1.0,7.283333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.981945397,request for information,closed,3.0,2013-10-07 08:23:00,2013-10-01 16:21:00,2013-10-09 08:19:00,2013-10-09 08:19:00,2093888889,Other,1.0,1.0,1.0,47.93333333333333
displaydevice,Monitor,WBS000091,Closed,4,4,4.0,0.921171921,incident,closed,1.0,2013-10-07 08:29:00,2013-10-01 16:21:00,2013-10-07 12:50:00,2013-10-07 12:51:00,15,Software,1.0,1.0,1.0,4.366666666666666
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.051474045,incident,closed,0.0,2013-10-07 08:31:00,2013-10-01 16:21:00,2013-10-07 14:56:00,2013-10-07 14:56:00,5202222222,Software,1.0,1.0,1.0,6.416666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.397914107,incident,closed,2.0,2013-10-04 16:40:00,2013-10-01 16:21:00,2013-10-10 11:31:00,2013-10-10 11:32:00,1666861111,Unknown,1.0,1.0,1.0,138.86666666666667
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.753610182,incident,closed,0.0,2013-10-04 16:45:00,2013-10-01 16:21:00,2013-10-07 12:50:00,2013-10-07 12:50:00,6587777778,Software,1.0,1.0,1.0,68.08333333333333
application,Web Based Application,WBS000318,Closed,5,5,5.0,0.240221794,incident,closed,0.0,2013-10-04 16:46:00,2013-10-01 16:21:00,2013-10-09 15:42:00,2013-10-09 15:42:00,3042611111,Operator error,1.0,1.0,1.0,118.93333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.883485439,incident,closed,1.0,2013-10-04 17:33:00,2013-10-01 16:21:00,2013-10-10 13:18:00,2013-10-10 13:19:00,2254444444,Other,1.0,1.0,1.0,139.76666666666668
hardware,DataCenterEquipment,WBS000267,Closed,NS,3,4.0,0.909844383,incident,closed,1.0,2013-10-04 17:39:00,2013-10-01 16:21:00,2013-10-08 14:25:00,2013-10-08 14:26:00,1777805556,Other,1.0,1.0,1.0,92.78333333333333
application,Server Based Application,WBS000307,Closed,NS,3,4.0,0.456632301,incident,closed,0.0,2013-10-05 18:38:00,2013-10-01 16:21:00,2013-10-06 09:18:00,2013-10-06 09:18:00,0,Other,1.0,1.0,1.0,14.666666666666666
subapplication,Web Based Application,WBS000162,Closed,3,3,3.0,0.540016757,incident,closed,0.0,2013-10-05 23:19:00,2013-10-01 16:21:00,2013-10-07 07:54:00,2013-10-07 07:54:00,411111111,No error - works as designed,1.0,1.0,1.0,32.583333333333336
application,Server Based Application,WBS000255,Closed,3,3,3.0,0.054032394,incident,closed,0.0,2013-10-07 08:08:00,2013-10-01 16:21:00,2013-10-07 10:39:00,2013-10-07 10:40:00,2522222222,Other,1.0,1.0,1.0,2.533333333333333
application,Desktop Application,WBS000092,Closed,3,3,3.0,0.452834432,incident,closed,0.0,2013-10-07 08:45:00,2013-10-01 16:21:00,2013-10-07 15:28:00,2013-10-07 15:28:00,6730277778,Software,1.0,1.0,1.0,6.716666666666667
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.684285188,incident,closed,0.0,2013-10-07 08:47:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-07 09:40:00,884166667,Software,1.0,1.0,1.0,0.8833333333333333
computer,Windows Server,WBS000102,Closed,4,4,4.0,0.264810257,incident,closed,0.0,2013-10-07 09:09:00,2013-10-01 16:21:00,2013-10-08 09:29:00,2013-10-08 09:30:00,7012777778,User error,1.0,1.0,1.0,24.35
subapplication,Web Based Application,WBS000073,Closed,5,5,5.0,0.044655019,request for information,closed,0.0,2013-10-07 09:21:00,2013-10-01 16:21:00,2013-10-07 12:44:00,2013-10-07 12:44:00,3387777778,Other,1.0,1.0,1.0,3.3833333333333333
application,Web Based Application,WBS000063,Closed,4,4,4.0,0.901144065,incident,closed,0.0,2013-10-07 09:25:00,2013-10-01 16:21:00,2013-10-08 14:10:00,2013-10-08 14:10:00,7176666667,No error - works as designed,1.0,1.0,1.0,28.75
application,Desktop Application,WBS000234,Closed,5,5,5.0,0.108028428,incident,closed,0.0,2013-10-07 09:35:00,2013-10-01 16:21:00,2013-10-07 11:15:00,2013-10-07 11:16:00,1413611111,User error,1.0,1.0,1.0,1.6833333333333333
application,Server Based Application,WBS000099,Closed,3,3,3.0,0.940161481,incident,closed,2.0,2013-10-07 09:37:00,2013-10-01 16:21:00,2013-10-07 15:54:00,2013-10-07 15:54:00,5461111111,User error,1.0,1.0,1.0,6.283333333333333
subapplication,Server Based Application,WBS000095,Closed,4,4,4.0,0.901765914,incident,closed,2.0,2013-10-07 09:44:00,2013-10-01 16:21:00,2013-10-07 15:05:00,2013-10-07 15:06:00,5361111111,Software,1.0,1.0,1.0,5.366666666666666
application,Desktop Application,WBS000110,Closed,NS,3,4.0,0.534832077,incident,closed,0.0,2013-10-07 09:51:00,2013-10-01 16:21:00,2013-10-07 14:17:00,2013-10-07 14:17:00,4438611111,Operator error,1.0,1.0,1.0,4.433333333333334
application,Desktop Application,WBS000110,Closed,3,3,3.0,0.268892574,incident,closed,0.0,2013-10-07 09:55:00,2013-10-01 16:21:00,2013-10-07 14:15:00,2013-10-07 14:15:00,4338333333,No error - works as designed,1.0,1.0,1.0,4.333333333333333
subapplication,Web Based Application,WBS000073,Closed,3,3,3.0,0.574931475,request for information,closed,0.0,2013-10-07 10:03:00,2013-10-01 16:21:00,2013-10-07 12:38:00,2013-10-07 12:38:00,2585277778,Other,1.0,1.0,1.0,2.5833333333333335
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.887114267,incident,closed,1.0,2013-10-07 10:05:00,2013-10-01 16:21:00,2013-10-10 15:44:00,2013-10-10 15:46:00,3717944444,User manual not used,2.0,1.0,1.0,77.68333333333334
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.706720016,incident,closed,1.0,2013-10-07 10:17:00,2013-10-01 16:21:00,2013-10-11 12:55:00,2013-10-11 12:55:00,4462388889,Data,1.0,1.0,1.0,98.63333333333334
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.660332786,incident,closed,0.0,2013-10-07 10:19:00,2013-10-01 16:21:00,2013-10-07 10:31:00,2013-10-07 10:32:00,210555556,Software,1.0,1.0,1.0,0.21666666666666667
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.196317276,incident,closed,0.0,2013-10-07 10:32:00,2013-10-01 16:21:00,2013-10-07 10:35:00,2013-10-07 10:35:00,51111111,Software,1.0,1.0,1.0,0.05
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.488720978,incident,closed,0.0,2013-10-07 10:34:00,2013-10-01 16:21:00,2013-10-07 10:47:00,2013-10-07 10:47:00,228888889,Software,1.0,1.0,1.0,0.21666666666666667
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.874303252,request for information,closed,1.0,2013-10-07 11:09:00,2013-10-01 16:21:00,2013-10-07 14:55:00,2013-10-07 14:55:00,3765555556,Other,1.0,1.0,1.0,3.7666666666666666
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.416062522,incident,closed,0.0,2013-10-07 11:10:00,2013-10-01 16:21:00,2013-10-07 12:50:00,2013-10-07 12:50:00,168,No error - works as designed,1.0,1.0,1.0,1.6666666666666667
application,Server Based Application,WBS000296,Closed,5,5,5.0,0.40111743,request for information,closed,2.0,2013-10-04 16:26:00,2013-10-01 16:21:00,2013-10-04 18:34:00,2013-10-04 18:34:00,1563055556,Data,1.0,1.0,1.0,2.1333333333333333
application,Server Based Application,WBS000296,Closed,5,5,5.0,0.994682819,request for information,closed,2.0,2013-10-04 16:27:00,2013-10-01 16:21:00,2013-10-08 18:18:00,2013-10-08 18:18:00,2254611111,Data,1.0,1.0,1.0,97.85
application,Server Based Application,WBS000296,Closed,5,5,5.0,0.95116931,request for information,closed,2.0,2013-10-04 16:28:00,2013-10-01 16:21:00,2013-10-04 18:34:00,2013-10-04 18:34:00,1528055556,Data,1.0,1.0,1.0,2.1
application,Server Based Application,WBS000296,Closed,4,4,4.0,0.266983811,request for information,closed,1.0,2013-10-04 16:31:00,2013-10-01 16:21:00,2013-10-04 18:32:00,2013-10-04 18:32:00,1471944444,Data,1.0,1.0,1.0,2.0166666666666666
application,Web Based Application,WBS000172,Closed,4,4,4.0,0.056588765,request for information,closed,0.0,2013-10-04 16:37:00,2013-10-01 16:21:00,2013-10-07 11:18:00,2013-10-07 11:18:00,5186388889,Software,1.0,1.0,1.0,66.68333333333334
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.696982599,incident,closed,0.0,2013-10-04 16:50:00,2013-10-01 16:21:00,2013-10-07 08:28:00,2013-10-07 08:28:00,2133888889,Software,1.0,1.0,1.0,63.63333333333333
application,Web Based Application,WBS000063,Closed,5,5,5.0,0.250596166,request for information,closed,0.0,2013-10-04 16:51:00,2013-10-01 16:21:00,2013-10-08 14:12:00,2013-10-08 14:12:00,130555556,No error - works as designed,1.0,1.0,1.0,93.35
application,Server Based Application,WBS000296,Closed,4,4,4.0,0.279421759,request for information,closed,1.0,2013-10-04 16:54:00,2013-10-01 16:21:00,2013-10-04 18:31:00,2013-10-04 18:32:00,1096388889,Data,1.0,1.0,1.0,1.6333333333333333
computer,Windows Server,WBS000102,Closed,3,3,3.0,0.91850714,incident,closed,0.0,2013-10-04 17:16:00,2013-10-01 16:21:00,2013-10-07 11:50:00,2013-10-07 11:50:00,5061944444,Operator error,1.0,1.0,1.0,66.56666666666666
application,Server Based Application,WBS000016,Closed,3,3,3.0,0.373984313,incident,closed,0.0,2013-10-04 18:49:00,2013-10-01 16:21:00,2013-10-08 09:10:00,2013-10-08 09:10:00,1217222222,Hardware,1.0,1.0,1.0,86.35
application,Desktop Application,WBS000093,Closed,4,4,4.0,0.689885133,incident,closed,0.0,2013-10-05 14:00:00,2013-10-01 16:21:00,2013-10-07 09:56:00,2013-10-07 09:56:00,2436388889,Software,1.0,1.0,1.0,43.93333333333333
subapplication,Web Based Application,WBS000162,Closed,3,3,3.0,0.57102717,incident,closed,0.0,2013-10-06 01:15:00,2013-10-01 16:21:00,2013-10-07 07:55:00,2013-10-07 07:55:00,428055556,No error - works as designed,1.0,1.0,1.0,30.666666666666668
application,Web Based Application,WBS000055,Closed,3,3,3.0,0.926379893,incident,closed,0.0,2013-10-06 01:24:00,2013-10-01 16:21:00,2013-10-10 16:06:00,2013-10-10 16:06:00,4010416667,Other,1.0,1.0,1.0,110.7
application,Server Based Application,WBS000295,Closed,4,4,4.0,0.536854851,incident,closed,2.0,2013-10-06 19:06:00,2013-10-01 16:21:00,2013-10-09 08:37:00,2013-10-09 08:38:00,2214027778,Other,1.0,1.0,1.0,61.53333333333333
application,Web Based Application,WBS000073,Closed,3,3,3.0,0.806474217,incident,closed,5.0,2013-10-06 21:48:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-09 11:06:00,2460944444,Other,1.0,1.0,1.0,61.3
application,Standard Application,WBS000102,Closed,3,3,3.0,0.267371965,incident,closed,0.0,2013-10-07 07:06:00,2013-10-01 16:21:00,2013-10-07 09:27:00,2013-10-07 09:27:00,1964166667,User error,1.0,1.0,1.0,2.35
application,Server Based Application,WBS000100,Closed,3,3,3.0,0.196645699,incident,closed,0.0,2013-10-07 08:00:00,2013-10-01 16:21:00,2013-10-07 10:40:00,2013-10-07 10:41:00,2668888889,Other,1.0,1.0,1.0,2.683333333333333
computer,Banking Device,WBS000146,Closed,3,3,3.0,0.841152265,incident,closed,0.0,2013-10-07 08:01:00,2013-10-01 16:21:00,2013-10-07 17:14:00,2013-10-07 17:14:00,92225,Hardware,1.0,1.0,1.0,9.216666666666667
application,Server Based Application,WBS000307,Closed,3,3,3.0,0.65238787,incident,closed,0.0,2013-10-07 08:07:00,2013-10-01 16:21:00,2013-10-07 08:54:00,2013-10-07 08:54:00,3175,Other,1.0,1.0,1.0,0.7833333333333333
storage,SAN,WBS000128,Closed,5,5,5.0,0.574337466,incident,closed,1.0,2013-10-07 08:15:00,2013-10-01 16:21:00,2013-10-08 15:38:00,2013-10-08 15:39:00,1789388889,Software,1.0,1.0,1.0,31.4
application,Desktop Application,WBS000094,Closed,5,5,5.0,0.871835348,request for information,closed,0.0,2013-10-07 08:20:00,2013-10-01 16:21:00,2013-10-10 09:25:00,2013-10-10 09:25:00,3259694444,No error - works as designed,1.0,1.0,1.0,73.08333333333333
displaydevice,Monitor,WBS000091,Closed,4,4,4.0,0.326605481,incident,closed,1.0,2013-10-07 08:36:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-07 12:21:00,3759166667,Other,1.0,1.0,1.0,3.75
application,Server Based Application,WBS000307,Closed,3,3,3.0,0.888920826,incident,closed,0.0,2013-10-07 08:38:00,2013-10-01 16:21:00,2013-10-07 08:50:00,2013-10-07 08:50:00,63888889,Other,1.0,1.0,1.0,0.2
application,Server Based Application,WBS000083,Closed,5,5,5.0,0.386281058,request for information,closed,1.0,2013-10-07 08:41:00,2013-10-01 16:21:00,2013-10-07 11:46:00,2013-10-07 11:46:00,3096666667,Operator error,1.0,1.0,1.0,3.0833333333333335
subapplication,Server Based Application,WBS000095,Closed,5,5,5.0,0.885898247,request for information,closed,4.0,2013-10-07 08:57:00,2013-10-01 16:21:00,2013-10-07 15:15:00,2013-10-07 15:16:00,6311111111,Data,1.0,1.0,1.0,6.316666666666666
subapplication,Web Based Application,WBS000066,Closed,5,5,5.0,0.439549596,incident,closed,0.0,2013-10-07 08:59:00,2013-10-01 16:21:00,2013-10-10 15:42:00,2013-10-10 15:42:00,1718166667,No error - works as designed,1.0,1.0,1.0,78.71666666666667
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.384914737,incident,closed,3.0,2013-10-07 09:08:00,2013-10-01 16:21:00,2013-10-08 12:57:00,2013-10-08 12:57:00,1280527778,No error - works as designed,1.0,1.0,1.0,27.816666666666666
application,Desktop Application,WBS000217,Closed,5,5,5.0,0.703526562,incident,closed,0.0,2013-10-07 09:14:00,2013-10-01 16:21:00,2013-10-08 11:31:00,2013-10-08 11:32:00,1280055556,No error - works as designed,1.0,1.0,1.0,26.3
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.083052695,incident,closed,0.0,2013-10-07 09:14:00,2013-10-01 16:21:00,2013-10-07 10:05:00,2013-10-07 10:05:00,857222222,Software,1.0,1.0,1.0,0.85
application,Server Based Application,WBS000128,Closed,4,4,4.0,0.500600852,incident,closed,0.0,2013-10-07 09:24:00,2013-10-01 16:21:00,2013-10-07 11:57:00,2013-10-07 11:57:00,2555277778,Software,1.0,1.0,1.0,2.55
application,Server Based Application,WBS000044,Closed,4,4,4.0,0.741773564,incident,closed,2.0,2013-10-07 09:33:00,2013-10-01 16:21:00,2013-10-07 13:06:00,2013-10-07 13:07:00,35775,No error - works as designed,1.0,1.0,1.0,3.566666666666667
application,Server Based Application,WBS000090,Closed,4,4,4.0,0.72898381,incident,closed,0.0,2013-10-07 09:37:00,2013-10-01 16:21:00,2013-10-08 12:22:00,2013-10-08 12:22:00,1284861111,Software,1.0,1.0,1.0,26.75
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.375371072,incident,closed,0.0,2013-10-07 09:41:00,2013-10-01 16:21:00,2013-10-07 10:53:00,2013-10-07 10:53:00,1208055556,Software,1.0,1.0,1.0,1.2
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.80785809,incident,closed,1.0,2013-10-07 09:54:00,2013-10-01 16:21:00,2013-10-07 14:29:00,2013-10-07 14:52:00,49775,Unknown,1.0,1.0,1.0,4.966666666666667
application,Standard Application,WBS000102,Closed,3,3,3.0,0.112299445,incident,closed,0.0,2013-10-07 09:54:00,2013-10-01 16:21:00,2013-10-07 10:11:00,2013-10-07 10:11:00,293611111,User error,1.0,1.0,1.0,0.2833333333333333
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.182998923,incident,closed,0.0,2013-10-07 09:55:00,2013-10-01 16:21:00,2013-10-07 13:28:00,2013-10-07 13:28:00,33375,Other,1.0,1.0,1.0,3.55
application,Desktop Application,WBS000089,Closed,4,4,4.0,0.743560019,incident,closed,0.0,2013-10-07 08:22:00,2013-10-01 16:21:00,2013-10-07 14:14:00,2013-10-07 14:15:00,5873055556,Software,1.0,1.0,1.0,5.883333333333334
computer,Laptop,WBS000091,Closed,5,5,5.0,0.5635303,incident,closed,0.0,2013-10-07 08:41:00,2013-10-01 16:21:00,2013-10-08 11:36:00,2013-10-08 11:36:00,1342416667,Hardware,1.0,1.0,1.0,26.916666666666668
application,Server Based Application,WBS000263,Closed,5,5,5.0,0.740398344,request for information,closed,0.0,2013-10-07 08:41:00,2013-10-01 16:21:00,2013-10-07 09:18:00,2013-10-07 09:18:00,6175,Other,1.0,1.0,1.0,0.6166666666666667
application,Server Based Application,WBS000073,Closed,5,5,5.0,0.903658093,incident,closed,0.0,2013-10-07 08:50:00,2013-10-01 16:21:00,2013-10-07 14:12:00,2013-10-07 14:12:00,5360833333,Software,1.0,1.0,1.0,5.366666666666666
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.713999975,request for information,closed,0.0,2013-10-07 08:50:00,2013-10-01 16:21:00,2013-10-09 14:41:00,2013-10-09 14:41:00,2685027778,Other,1.0,1.0,1.0,53.85
application,Server Based Application,WBS000073,Closed,4,4,4.0,0.911103815,incident,closed,0.0,2013-10-07 08:52:00,2013-10-01 16:21:00,2013-10-07 13:03:00,2013-10-07 13:03:00,4187777778,Operator error,1.0,1.0,1.0,4.183333333333334
computer,Laptop,WBS000091,Closed,5,5,5.0,0.197992638,incident,closed,3.0,2013-10-07 08:53:00,2013-10-01 16:21:00,2013-10-08 16:51:00,2013-10-08 16:51:00,1704388889,Software,1.0,1.0,1.0,31.966666666666665
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.964481342,request for information,closed,0.0,2013-10-07 08:53:00,2013-10-01 16:21:00,2013-10-07 09:16:00,2013-10-07 09:16:00,373055556,Other,1.0,1.0,1.0,0.38333333333333336
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.267121679,incident,closed,0.0,2013-10-07 08:56:00,2013-10-01 16:21:00,2013-10-07 11:00:00,2013-10-07 11:00:00,2069444444,Software,1.0,1.0,1.0,2.066666666666667
application,Web Based Application,WBS000152,Closed,5,5,5.0,0.696247373,incident,closed,0.0,2013-10-07 09:07:00,2013-10-01 16:21:00,2013-10-08 13:48:00,2013-10-08 13:49:00,1519027778,Software,1.0,1.0,1.0,28.7
subapplication,Web Based Application,WBS000073,Closed,4,4,4.0,0.648053735,incident,closed,0.0,2013-10-07 09:10:00,2013-10-01 16:21:00,2013-10-07 10:47:00,2013-10-07 10:47:00,1623055556,Operator error,1.0,1.0,1.0,1.6166666666666667
application,Server Based Application,WBS000099,Closed,4,4,4.0,0.490581538,incident,closed,0.0,2013-10-07 09:14:00,2013-10-01 16:21:00,2013-10-08 08:55:00,2013-10-08 08:55:00,1019444444,User error,1.0,1.0,1.0,23.683333333333334
application,SAP,WBS000271,Closed,5,5,5.0,0.629992553,request for information,closed,0.0,2013-10-07 09:15:00,2013-10-01 16:21:00,2013-10-07 09:23:00,2013-10-07 09:23:00,1425,Other,1.0,1.0,1.0,0.13333333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.091141902,request for information,closed,0.0,2013-10-07 09:17:00,2013-10-01 16:21:00,2013-10-07 10:23:00,2013-10-07 10:23:00,1102777778,Other,1.0,1.0,1.0,1.1
application,Desktop Application,WBS000092,Closed,4,4,4.0,0.386351559,incident,closed,0.0,2013-10-07 09:17:00,2013-10-01 16:21:00,2013-10-07 14:51:00,2013-10-07 14:51:00,4755555556,Software,1.0,1.0,1.0,5.566666666666666
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.738192147,incident,closed,2.0,2013-10-07 09:29:00,2013-10-01 16:21:00,2013-10-07 16:04:00,2013-10-07 16:04:00,6576111111,Software,1.0,1.0,1.0,6.583333333333333
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.998829065,request for information,closed,2.0,2013-10-07 09:33:00,2013-10-01 16:21:00,2013-10-10 11:03:00,2013-10-10 11:03:00,3299388889,Other,1.0,1.0,1.0,73.5
application,Citrix,WBS000292,Closed,4,4,4.0,0.12068819,incident,closed,3.0,2013-10-07 09:34:00,2013-10-01 16:21:00,2013-10-10 12:53:00,2013-10-07 17:51:00,8283333333,Software,1.0,1.0,1.0,8.283333333333333
application,SAP,WBS000271,Closed,5,5,5.0,0.91365565,request for information,closed,0.0,2013-10-07 09:44:00,2013-10-01 16:21:00,2013-10-08 10:42:00,2013-10-08 10:42:00,1145694444,Other,1.0,1.0,1.0,24.966666666666665
application,Web Based Application,WBS000073,Closed,4,4,4.0,0.365135167,incident,closed,1.0,2013-10-07 09:46:00,2013-10-01 16:21:00,2013-10-07 16:19:00,2013-10-07 16:19:00,6558055556,Software,1.0,1.0,1.0,6.55
application,SAP,WBS000271,Closed,5,5,5.0,0.168392011,request for information,closed,0.0,2013-10-07 09:46:00,2013-10-01 16:21:00,2013-10-07 11:35:00,2013-10-07 11:35:00,1813333333,Other,1.0,1.0,1.0,1.8166666666666667
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.374094781,request for information,closed,0.0,2013-10-07 09:48:00,2013-10-01 16:21:00,2013-10-08 14:13:00,2013-10-08 14:14:00,1492361111,Other,1.0,1.0,1.0,28.433333333333334
application,SAP,WBS000271,Closed,5,5,5.0,0.836272195,request for information,closed,0.0,2013-10-07 09:50:00,2013-10-01 16:21:00,2013-10-07 11:47:00,2013-10-07 11:47:00,1952222222,Other,1.0,1.0,1.0,1.95
application,Server Based Application,WBS000072,Closed,5,5,5.0,0.045803772,request for information,closed,2.0,2013-10-07 09:58:00,2013-10-11 09:18:00,2013-10-11 15:00:00,2013-10-11 15:01:00,3366166667,Other,3.0,1.0,1.0,101.05
application,Web Based Application,WBS000148,Closed,5,4,4.0,0.873522216,request for information,closed,0.0,2013-10-07 10:00:00,2013-10-01 16:21:00,2013-10-07 13:59:00,2013-10-07 13:59:00,1562777778,No error - works as designed,1.0,1.0,1.0,3.9833333333333334
application,Server Based Application,WBS000069,Closed,5,5,5.0,0.844527442,request for information,closed,0.0,2013-10-07 10:03:00,2013-10-01 16:21:00,2013-10-07 12:34:00,2013-10-07 12:34:00,2517777778,Other,1.0,1.0,1.0,2.5166666666666666
